Name:String(32):Required,Description:String(256),IP Address:Subnets(a.b.c.d/m#....):Required,Model Name:String(32),Software Version:String(32),Network Device Groups:String(100)(Type#Root Name#Name|...):Required,Authentication:Protocol:String(6),Authentication:Shared Secret:String(128),EnableKeyWrap:Boolean(true|false),EncryptionKey:String(ascii:16|hexa:32),AuthenticationKey:String(ascii:20|hexa:40),InputFormat:String(32),SNMP:Version:Enumeration(1|2c|3),SNMP:RO Community:String(32),SNMP:Username:String(32),SNMP:Security Level:Enumeration(Auth|No Auth|Priv),SNMP:Authentication Protocol:Enumeration(MD5|SHA),SNMP:Authentication Password:String(32),SNMP:Privacy Protocol:Enumeration(DES|AES128|AES192|AES256|3DES),SNMP:Privacy Password:String(32),SNMP:Polling Interval:Integer:600-86400 seconds,SNMP:Is Link Trap Query:Boolean(true|false),SNMP:Is MAC Trap Query:Boolean(true|false),SNMP:Originating Policy Services Node:String(32),SGA:Device Id:String(32),SGA:Device Password:String(256),SGA:Environment Data Download Interval:Integer:1-2147040000 seconds,SGA:Peer Authorization Policy Download Interval:Integer:1-2147040000 seconds,SGA:Reauthentication Interval:Integer:1-2147040000 seconds,SGA:SGACL List Download Interval:Integer:1-2147040000 seconds,SGA:Is Other SGA Devices Trusted:Boolean(true|false),SGA:Notify this device about SGA configuration changes:String(ENABLE_USING_CLI|ENABLE_USING_COA|DISABLE_ALL),SGA:Include this device when deploying Security Group Tag Mapping Updates:Boolean(true|false),Deployment:EXEC Mode Username:String(32),Deployment:EXEC Mode Password:String(32),Deployment:Enable Mode Password:String(32),SGA:PAC issue date:Date,SGA:PAC expiration date:Date,SGA:PAC issued by:String,TACACS:Shared Secret:String(128),TACACS:Connect Mode Options:String (OFF|ON_LEGACY|ON_DRAFT_COMPLIANT),Profile:String(128):Required,coaPort:Integer(128):Required,DtlsRequired:Boolean(true|false),DtlsCoaPort:Integer(128),DtlsIssuerCertificate:String(128),DtlsDnsName:String(100),SGA:CoA Coa Source Host:String,Authentication:Second Shared Secret:String(128),Enable Multi Shared Secret:Boolean(true|false)
CL2022NAD1122,,10.1.5.123/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1123,,10.1.5.124/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1124,,10.1.5.125/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1125,,10.1.5.126/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1126,,10.1.5.127/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1127,,10.1.5.128/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1128,,10.1.5.129/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1129,,10.1.5.130/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1130,,10.1.5.131/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1131,,10.1.5.132/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1132,,10.1.5.133/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1133,,10.1.5.134/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1134,,10.1.5.135/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1135,,10.1.5.136/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1136,,10.1.5.137/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1137,,10.1.5.138/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1138,,10.1.5.139/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1139,,10.1.5.140/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1140,,10.1.5.141/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1141,,10.1.5.142/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1142,,10.1.5.143/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1143,,10.1.5.144/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1144,,10.1.5.145/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1145,,10.1.5.146/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1146,,10.1.5.147/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1147,,10.1.5.148/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1148,,10.1.5.149/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1149,,10.1.5.150/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1150,,10.1.5.151/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1151,,10.1.5.152/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1152,,10.1.5.153/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1153,,10.1.5.154/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1154,,10.1.5.155/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1155,,10.1.5.156/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1156,,10.1.5.157/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1157,,10.1.5.158/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1158,,10.1.5.159/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1159,,10.1.5.160/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1160,,10.1.5.161/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1161,,10.1.5.162/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1162,,10.1.5.163/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1163,,10.1.5.164/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1164,,10.1.5.165/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1165,,10.1.5.166/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1166,,10.1.5.167/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1167,,10.1.5.168/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1168,,10.1.5.169/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1169,,10.1.5.170/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1170,,10.1.5.171/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1171,,10.1.5.172/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1172,,10.1.5.173/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1173,,10.1.5.174/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1174,,10.1.5.175/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1175,,10.1.5.176/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1176,,10.1.5.177/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1177,,10.1.5.178/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1178,,10.1.5.179/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1179,,10.1.5.180/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1180,,10.1.5.181/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1181,,10.1.5.182/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1182,,10.1.5.183/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1183,,10.1.5.184/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1184,,10.1.5.185/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1185,,10.1.5.186/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1186,,10.1.5.187/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1187,,10.1.5.188/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1188,,10.1.5.189/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1189,,10.1.5.190/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1190,,10.1.5.191/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1191,,10.1.5.192/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1192,,10.1.5.193/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1193,,10.1.5.194/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1194,,10.1.5.195/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1195,,10.1.5.196/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1196,,10.1.5.197/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1197,,10.1.5.198/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1198,,10.1.5.199/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1199,,10.1.5.200/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1200,,10.1.5.201/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1201,,10.1.5.202/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1202,,10.1.5.203/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1203,,10.1.5.204/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1204,,10.1.5.205/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1205,,10.1.5.206/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1206,,10.1.5.207/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1207,,10.1.5.208/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1208,,10.1.5.209/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1209,,10.1.5.210/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1210,,10.1.5.211/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1211,,10.1.5.212/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1212,,10.1.5.213/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD1213,,10.1.5.214/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
